order_id,customer_id,order_date,order_status,shipping_city,shipping_state,shipping_cost,delivery_days
ORD-2025-108248,CUST-10609,2025-03-18,Delivered,Miami,FL,9.99,3
ORD-2025-108249,CUST-13035,2025-03-18,Shipped,Gresham,OR,0.0,2
ORD-2025-108250,CUST-10115,2025-03-18,Returned,Cleveland,OH,9.99,3
ORD-2025-108251,CUST-14818,2025-03-18,Delivered,Bloomington,MN,4.99,6
ORD-2025-108252,CUST-13301,2025-03-18,Shipped,Durham,NC,19.99,3
ORD-2025-108253,CUST-14998,2025-03-18,Delivered,Newport News,VA,9.99,7
ORD-2025-108254,CUST-13475,2025-03-18,Delivered,Rockford,IL,4.99,7
ORD-2025-108255,CUST-13464,2025-03-18,Delivered,Racine,WI,14.99,2
ORD-2025-108256,CUST-11341,2025-03-19,Delivered,Dallas,TX,19.99,7
ORD-2025-108257,CUST-12495,2025-03-19,Delivered,Joliet,IL,14.99,7
ORD-2025-108258,CUST-14062,2025-03-19,Delivered,Philadelphia,PA,4.99,2
ORD-2025-108259,CUST-13365,2025-03-19,Delivered,Chandler,AZ,19.99,5
ORD-2025-108260,CUST-12508,2025-03-19,Delivered,Memphis,TN,19.99,3
ORD-2025-108261,CUST-14629,2025-03-19,Delivered,Provo,UT,4.99,4
ORD-2025-108262,CUST-10855,2025-03-19,Delivered,Orlando,FL,0.0,2
ORD-2025-108263,CUST-12152,2025-03-19,Delivered,Springfield,IL,14.99,5
ORD-2025-108264,CUST-15406,2025-03-19,Delivered,Savannah,GA,14.99,5
ORD-2025-108265,CUST-13108,2025-03-19,Delivered,Jacksonville,FL,19.99,7
ORD-2025-108266,CUST-15482,2025-03-19,Delivered,Boston,MA,14.99,3
ORD-2025-108267,CUST-13290,2025-03-19,Delivered,Allentown,PA,4.99,3
ORD-2025-108268,CUST-10785,2025-03-19,Delivered,Green Bay,WI,9.99,3
ORD-2025-108269,CUST-10045,2025-03-19,Delivered,Elizabeth,NJ,0.0,3
ORD-2025-108270,CUST-12994,2025-03-19,Delivered,Elizabeth,NJ,4.99,5
ORD-2025-108271,CUST-14532,2025-03-19,Delivered,Toledo,OH,19.99,6
ORD-2025-108272,CUST-10719,2025-03-19,Delivered,Worcester,MA,9.99,3
ORD-2025-108273,CUST-15096,2025-03-19,Delivered,Winston-Salem,NC,4.99,7
ORD-2025-108274,CUST-11649,2025-03-19,Delivered,Tuscaloosa,AL,0.0,5
ORD-2025-108275,CUST-14266,2025-03-19,Delivered,Augusta,GA,19.99,3
ORD-2025-108276,CUST-10945,2025-03-19,Delivered,Scranton,PA,0.0,7
ORD-2025-108277,CUST-10160,2025-03-19,Delivered,Scranton,PA,19.99,3
ORD-2025-108278,CUST-11810,2025-03-19,Delivered,San Francisco,CA,9.99,6
ORD-2025-108279,CUST-11282,2025-03-19,Delivered,Elizabeth,NJ,9.99,7
ORD-2025-108280,CUST-10707,2025-03-19,Delivered,Oklahoma City,OK,0.0,4
ORD-2025-108281,CUST-12332,2025-03-19,Delivered,Mesa,AZ,4.99,5
ORD-2025-108282,CUST-14391,2025-03-19,Delivered,Houston,TX,14.99,7
ORD-2025-108283,CUST-15185,2025-03-19,Delivered,Reno,NV,0.0,6
ORD-2025-108284,CUST-12023,2025-03-19,Delivered,Kansas City,MO,4.99,2
ORD-2025-108285,CUST-13841,2025-03-19,Delivered,Edmond,OK,0.0,2
ORD-2025-108286,CUST-13670,2025-03-19,Delivered,Mobile,AL,19.99,4
ORD-2025-108287,CUST-14099,2025-03-19,Delivered,San Francisco,CA,0.0,6
ORD-2025-108288,CUST-11109,2025-03-19,Delivered,Knoxville,TN,0.0,6
ORD-2025-108289,CUST-12261,2025-03-19,Processing,West Jordan,UT,19.99,0
ORD-2025-108290,CUST-13416,2025-03-19,Delivered,Provo,UT,0.0,6
ORD-2025-108291,CUST-10889,2025-03-19,Delivered,Broken Arrow,OK,0.0,5
ORD-2025-108292,CUST-10779,2025-03-20,Shipped,Huntsville,AL,0.0,1
ORD-2025-108293,CUST-15420,2025-03-20,Delivered,Aurora,IL,0.0,7
ORD-2025-108294,CUST-12155,2025-03-20,Processing,New Haven,CT,0.0,0
ORD-2025-108295,CUST-10519,2025-03-20,Delivered,Chesapeake,VA,9.99,4
ORD-2025-108296,CUST-12142,2025-03-20,Processing,Tulsa,OK,14.99,0
ORD-2025-108297,CUST-12717,2025-03-20,Delivered,Chattanooga,TN,4.99,7
ORD-2025-108298,CUST-10641,2025-03-20,Delivered,Bridgeport,CT,4.99,5
ORD-2025-108299,CUST-13266,2025-03-20,Delivered,Cleveland,OH,19.99,5
ORD-2025-108300,CUST-11945,2025-03-20,Delivered,Orem,UT,14.99,7
ORD-2025-108301,CUST-14139,2025-03-20,Delivered,Augusta,GA,14.99,4
ORD-2025-108302,CUST-13259,2025-03-20,Delivered,Birmingham,AL,19.99,6
ORD-2025-108303,CUST-12161,2025-03-20,Delivered,Vancouver,WA,14.99,4
ORD-2025-108304,CUST-10088,2025-03-20,Delivered,Springfield,MO,19.99,5
ORD-2025-108305,CUST-13817,2025-03-20,Delivered,Phoenix,AZ,9.99,5
ORD-2025-108306,CUST-12893,2025-03-20,Delivered,Philadelphia,PA,0.0,3
ORD-2025-108307,CUST-14617,2025-03-20,Delivered,Chicago,IL,0.0,2
ORD-2025-108308,CUST-14871,2025-03-20,Delivered,Sterling Heights,MI,19.99,7
ORD-2025-108309,CUST-13118,2025-03-20,Delivered,North Las Vegas,NV,14.99,4
ORD-2025-108310,CUST-12676,2025-03-20,Delivered,Fort Collins,CO,0.0,3
ORD-2025-108311,CUST-13105,2025-03-20,Delivered,Portland,OR,4.99,3
ORD-2025-108312,CUST-15320,2025-03-20,Delivered,Hartford,CT,9.99,7
ORD-2025-108313,CUST-10637,2025-03-20,Delivered,Knoxville,TN,9.99,2
ORD-2025-108314,CUST-13822,2025-03-20,Delivered,Newport News,VA,4.99,5
ORD-2025-108315,CUST-12522,2025-03-20,Delivered,Fort Wayne,IN,0.0,6
ORD-2025-108316,CUST-10888,2025-03-20,Delivered,Rochester,MN,4.99,6
ORD-2025-108317,CUST-11356,2025-03-21,Delivered,Columbia,MO,14.99,6
ORD-2025-108318,CUST-13158,2025-03-21,Delivered,Nashville,TN,4.99,2
ORD-2025-108319,CUST-10892,2025-03-21,Shipped,Boston,MA,0.0,3
ORD-2025-108320,CUST-13079,2025-03-21,Cancelled,West Jordan,UT,0.0,0
ORD-2025-108321,CUST-10552,2025-03-21,Delivered,Jersey City,NJ,9.99,6
ORD-2025-108322,CUST-10759,2025-03-21,Delivered,Clarksville,TN,9.99,3
ORD-2025-108323,CUST-14827,2025-03-21,Delivered,Boston,MA,4.99,4
ORD-2025-108324,CUST-12374,2025-03-21,Delivered,Las Vegas,NV,14.99,3
ORD-2025-108325,CUST-11898,2025-03-21,Shipped,South Bend,IN,0.0,3
ORD-2025-108326,CUST-15489,2025-03-21,Delivered,Fort Collins,CO,9.99,6
ORD-2025-108327,CUST-13317,2025-03-21,Delivered,Rochester,MN,4.99,5
ORD-2025-108328,CUST-14500,2025-03-21,Delivered,Columbia,SC,0.0,6
ORD-2025-108329,CUST-10751,2025-03-21,Delivered,Sacramento,CA,9.99,3
ORD-2025-108330,CUST-12553,2025-03-21,Delivered,Baton Rouge,LA,0.0,4
ORD-2025-108331,CUST-11729,2025-03-21,Delivered,Duluth,MN,19.99,4
ORD-2025-108332,CUST-15073,2025-03-21,Delivered,Worcester,MA,0.0,3
ORD-2025-108333,CUST-14898,2025-03-21,Delivered,Salem,OR,0.0,3
ORD-2025-108334,CUST-10310,2025-03-21,Delivered,Springfield,IL,9.99,6
ORD-2025-108335,CUST-14556,2025-03-21,Delivered,Eugene,OR,19.99,6
ORD-2025-108336,CUST-10505,2025-03-22,Delivered,Charleston,SC,19.99,6
ORD-2025-108337,CUST-12045,2025-03-22,Delivered,Waterbury,CT,0.0,4
ORD-2025-108338,CUST-13992,2025-03-22,Delivered,Pittsburgh,PA,4.99,2
ORD-2025-108339,CUST-11067,2025-03-22,Delivered,Las Vegas,NV,14.99,4
ORD-2025-108340,CUST-13063,2025-03-22,Shipped,Bridgeport,CT,14.99,4
ORD-2025-108341,CUST-14345,2025-03-22,Delivered,Cleveland,OH,19.99,5
ORD-2025-108342,CUST-10597,2025-03-22,Delivered,Aurora,IL,19.99,7
ORD-2025-108343,CUST-11381,2025-03-22,Delivered,Worcester,MA,0.0,4
ORD-2025-108344,CUST-11520,2025-03-22,Delivered,Augusta,GA,0.0,4
ORD-2025-108345,CUST-12711,2025-03-22,Delivered,Houston,TX,4.99,4
ORD-2025-108346,CUST-10809,2025-03-22,Shipped,San Jose,CA,19.99,4
ORD-2025-108347,CUST-15092,2025-03-22,Delivered,Lakewood,CO,9.99,4
ORD-2025-108348,CUST-10368,2025-03-22,Delivered,Broken Arrow,OK,14.99,5
ORD-2025-108349,CUST-14834,2025-03-22,Delivered,Clarksville,TN,9.99,2
ORD-2025-108350,CUST-14355,2025-03-22,Delivered,Provo,UT,14.99,2
ORD-2025-108351,CUST-12459,2025-03-22,Delivered,Mesa,AZ,4.99,2
ORD-2025-108352,CUST-13451,2025-03-22,Delivered,Dallas,TX,14.99,3
ORD-2025-108353,CUST-13717,2025-03-22,Delivered,Indianapolis,IN,0.0,3
ORD-2025-108354,CUST-12012,2025-03-23,Cancelled,Norfolk,VA,14.99,0
ORD-2025-108355,CUST-11159,2025-03-23,Delivered,Springfield,IL,19.99,6
ORD-2025-108356,CUST-11717,2025-03-23,Delivered,Rochester,MN,9.99,6
ORD-2025-108357,CUST-12486,2025-03-23,Delivered,Scottsdale,AZ,4.99,4
ORD-2025-108358,CUST-14270,2025-03-23,Delivered,Columbia,SC,14.99,3
ORD-2025-108359,CUST-12238,2025-03-23,Delivered,Eugene,OR,4.99,3
ORD-2025-108360,CUST-11087,2025-03-23,Delivered,Scranton,PA,19.99,3
ORD-2025-108361,CUST-13120,2025-03-23,Delivered,New Haven,CT,0.0,5
ORD-2025-108362,CUST-10014,2025-03-23,Delivered,Frederick,MD,0.0,3
ORD-2025-108363,CUST-10079,2025-03-23,Delivered,North Charleston,SC,19.99,2
ORD-2025-108364,CUST-13934,2025-03-23,Delivered,Salem,OR,4.99,4
ORD-2025-108365,CUST-13908,2025-03-23,Delivered,Aurora,CO,9.99,4
ORD-2025-108366,CUST-11162,2025-03-23,Delivered,Lakewood,CO,0.0,6
ORD-2025-108367,CUST-12036,2025-03-23,Delivered,Provo,UT,9.99,7
ORD-2025-108368,CUST-13237,2025-03-23,Delivered,Miami,FL,9.99,3
ORD-2025-108369,CUST-13201,2025-03-23,Delivered,San Francisco,CA,14.99,5
ORD-2025-108370,CUST-11102,2025-03-23,Delivered,Trenton,NJ,9.99,6
ORD-2025-108371,CUST-12535,2025-03-23,Delivered,Kansas City,MO,0.0,4
ORD-2025-108372,CUST-11358,2025-03-23,Delivered,Reading,PA,14.99,5
ORD-2025-108373,CUST-13399,2025-03-23,Delivered,Kenosha,WI,9.99,5
ORD-2025-108374,CUST-11083,2025-03-23,Delivered,Bowie,MD,14.99,2
ORD-2025-108375,CUST-14221,2025-03-23,Cancelled,Frederick,MD,0.0,0
ORD-2025-108376,CUST-11733,2025-03-23,Cancelled,Albany,NY,4.99,0
ORD-2025-108377,CUST-14201,2025-03-23,Delivered,Indianapolis,IN,0.0,2
ORD-2025-108378,CUST-10023,2025-03-23,Delivered,Akron,OH,4.99,4
ORD-2025-108379,CUST-11554,2025-03-23,Delivered,Lakewood,CO,14.99,3
ORD-2025-108380,CUST-15460,2025-03-23,Delivered,Toledo,OH,9.99,5
ORD-2025-108381,CUST-13163,2025-03-23,Delivered,Carmel,IN,0.0,3
ORD-2025-108382,CUST-10710,2025-03-23,Delivered,Glendale,AZ,19.99,3
ORD-2025-108383,CUST-12922,2025-03-23,Delivered,Detroit,MI,9.99,2
ORD-2025-108384,CUST-11855,2025-03-23,Delivered,San Diego,CA,14.99,7
ORD-2025-108385,CUST-12179,2025-03-23,Delivered,Springfield,MA,0.0,6
ORD-2025-108386,CUST-10115,2025-03-24,Delivered,Cleveland,OH,9.99,2
ORD-2025-108387,CUST-11028,2025-03-24,Delivered,Buffalo,NY,4.99,2
ORD-2025-108388,CUST-14529,2025-03-24,Delivered,Huntsville,AL,4.99,5
ORD-2025-108389,CUST-15039,2025-03-24,Delivered,Joliet,IL,9.99,7
ORD-2025-108390,CUST-11724,2025-03-24,Processing,Duluth,MN,19.99,0
ORD-2025-108391,CUST-14826,2025-03-24,Delivered,Grand Rapids,MI,14.99,7
ORD-2025-108392,CUST-12564,2025-03-24,Delivered,Sparks,NV,19.99,7
ORD-2025-108393,CUST-14881,2025-03-24,Delivered,Huntsville,AL,9.99,3
ORD-2025-108394,CUST-12075,2025-03-24,Delivered,Rochester,NY,19.99,5
ORD-2025-108395,CUST-13107,2025-03-24,Shipped,Memphis,TN,19.99,2
ORD-2025-108396,CUST-13335,2025-03-24,Delivered,St. Petersburg,FL,0.0,6
ORD-2025-108397,CUST-11311,2025-03-24,Delivered,Frederick,MD,19.99,7
ORD-2025-108398,CUST-14520,2025-03-24,Delivered,Jersey City,NJ,19.99,7
ORD-2025-108399,CUST-14850,2025-03-24,Delivered,Cambridge,MA,4.99,5
ORD-2025-108400,CUST-15474,2025-03-25,Cancelled,New Haven,CT,14.99,0
ORD-2025-108401,CUST-11986,2025-03-25,Delivered,Ann Arbor,MI,0.0,5
ORD-2025-108402,CUST-10333,2025-03-25,Delivered,Tampa,FL,14.99,5
ORD-2025-108403,CUST-12495,2025-03-25,Delivered,Joliet,IL,19.99,2
ORD-2025-108404,CUST-10662,2025-03-25,Delivered,Bowie,MD,9.99,3
ORD-2025-108405,CUST-10588,2025-03-25,Delivered,Jersey City,NJ,0.0,5
ORD-2025-108406,CUST-14083,2025-03-25,Shipped,Edmond,OK,0.0,1
ORD-2025-108407,CUST-13143,2025-03-25,Delivered,Nashville,TN,9.99,2
ORD-2025-108408,CUST-12116,2025-03-25,Delivered,Memphis,TN,14.99,7
ORD-2025-108409,CUST-10168,2025-03-25,Delivered,Boston,MA,0.0,4
ORD-2025-108410,CUST-15067,2025-03-25,Delivered,Philadelphia,PA,19.99,2
ORD-2025-108411,CUST-10527,2025-03-25,Delivered,Rochester,MN,14.99,7
ORD-2025-108412,CUST-14295,2025-03-25,Delivered,Chandler,AZ,14.99,5
ORD-2025-108413,CUST-10335,2025-03-25,Delivered,Cambridge,MA,14.99,4
ORD-2025-108414,CUST-14142,2025-03-25,Delivered,San Antonio,TX,19.99,6
ORD-2025-108415,CUST-13509,2025-03-25,Delivered,Austin,TX,4.99,2
ORD-2025-108416,CUST-15050,2025-03-25,Delivered,Salem,OR,0.0,5
ORD-2025-108417,CUST-11394,2025-03-25,Delivered,Indianapolis,IN,9.99,6
ORD-2025-108418,CUST-14387,2025-03-25,Delivered,El Paso,TX,0.0,2
ORD-2025-108419,CUST-13172,2025-03-25,Delivered,Naperville,IL,9.99,7
ORD-2025-108420,CUST-12571,2025-03-25,Delivered,Joliet,IL,19.99,5
ORD-2025-108421,CUST-14820,2025-03-25,Delivered,Bridgeport,CT,14.99,6
ORD-2025-108422,CUST-14182,2025-03-25,Delivered,Duluth,MN,0.0,5
ORD-2025-108423,CUST-11305,2025-03-25,Shipped,Charleston,SC,0.0,2
ORD-2025-108424,CUST-11405,2025-03-25,Delivered,Bowie,MD,0.0,5
ORD-2025-108425,CUST-14181,2025-03-25,Delivered,Charleston,SC,9.99,5
ORD-2025-108426,CUST-12304,2025-03-25,Delivered,Owensboro,KY,0.0,4
ORD-2025-108427,CUST-10584,2025-03-25,Shipped,Houston,TX,9.99,3
ORD-2025-108428,CUST-12684,2025-03-26,Delivered,Toledo,OH,19.99,5
ORD-2025-108429,CUST-13122,2025-03-26,Delivered,West Jordan,UT,0.0,4
ORD-2025-108430,CUST-13420,2025-03-26,Delivered,Orlando,FL,4.99,2
ORD-2025-108431,CUST-13798,2025-03-26,Delivered,Huntsville,AL,9.99,4
ORD-2025-108432,CUST-10807,2025-03-26,Delivered,Carmel,IN,4.99,7
ORD-2025-108433,CUST-11062,2025-03-26,Delivered,Worcester,MA,0.0,7
ORD-2025-108434,CUST-13295,2025-03-26,Delivered,Chesapeake,VA,19.99,3
ORD-2025-108435,CUST-12726,2025-03-26,Delivered,Chicago,IL,4.99,4
ORD-2025-108436,CUST-15094,2025-03-26,Delivered,Fresno,CA,4.99,3
ORD-2025-108437,CUST-12899,2025-03-26,Returned,Naperville,IL,9.99,6
ORD-2025-108438,CUST-10050,2025-03-26,Delivered,Scranton,PA,0.0,4
ORD-2025-108439,CUST-10604,2025-03-26,Delivered,Las Vegas,NV,0.0,6
ORD-2025-108440,CUST-13025,2025-03-26,Delivered,Rockville,MD,19.99,2
ORD-2025-108441,CUST-12545,2025-03-26,Delivered,Syracuse,NY,14.99,3
ORD-2025-108442,CUST-13102,2025-03-26,Delivered,Waterbury,CT,0.0,4
ORD-2025-108443,CUST-10097,2025-03-26,Delivered,Reno,NV,0.0,6
ORD-2025-108444,CUST-15395,2025-03-26,Delivered,Aurora,IL,14.99,3
ORD-2025-108445,CUST-10601,2025-03-26,Delivered,Mount Pleasant,SC,0.0,2
ORD-2025-108446,CUST-15035,2025-03-26,Processing,Oklahoma City,OK,0.0,0
ORD-2025-108447,CUST-14712,2025-03-26,Delivered,Columbus,GA,14.99,6
ORD-2025-108448,CUST-12474,2025-03-26,Delivered,South Bend,IN,14.99,6
ORD-2025-108449,CUST-10722,2025-03-26,Delivered,Fort Collins,CO,19.99,7
ORD-2025-108450,CUST-15022,2025-03-27,Delivered,Boston,MA,9.99,5
ORD-2025-108451,CUST-11346,2025-03-27,Delivered,Reading,PA,0.0,2
ORD-2025-108452,CUST-13903,2025-03-27,Delivered,Bridgeport,CT,0.0,7
ORD-2025-108453,CUST-12021,2025-03-27,Delivered,Reno,NV,0.0,3
ORD-2025-108454,CUST-13926,2025-03-27,Delivered,Frederick,MD,14.99,7
ORD-2025-108455,CUST-15376,2025-03-27,Delivered,West Valley City,UT,9.99,7
ORD-2025-108456,CUST-13116,2025-03-27,Cancelled,Charleston,SC,4.99,0
ORD-2025-108457,CUST-15499,2025-03-27,Delivered,West Jordan,UT,0.0,5
ORD-2025-108458,CUST-15491,2025-03-27,Delivered,Akron,OH,14.99,2
ORD-2025-108459,CUST-15060,2025-03-27,Delivered,Rockville,MD,4.99,5
ORD-2025-108460,CUST-13114,2025-03-27,Delivered,San Antonio,TX,4.99,5
ORD-2025-108461,CUST-11687,2025-03-27,Shipped,Bowie,MD,4.99,1
ORD-2025-108462,CUST-15431,2025-03-27,Delivered,Naperville,IL,19.99,2
ORD-2025-108463,CUST-12636,2025-03-27,Delivered,Boston,MA,9.99,5
ORD-2025-108464,CUST-14119,2025-03-27,Delivered,Chandler,AZ,19.99,7
ORD-2025-108465,CUST-12985,2025-03-27,Delivered,Grand Rapids,MI,19.99,4
ORD-2025-108466,CUST-11851,2025-03-27,Delivered,Charlotte,NC,14.99,4
ORD-2025-108467,CUST-15454,2025-03-27,Delivered,Baltimore,MD,14.99,4
ORD-2025-108468,CUST-11864,2025-03-27,Delivered,Ann Arbor,MI,9.99,5
ORD-2025-108469,CUST-14478,2025-03-27,Delivered,Reading,PA,19.99,2
ORD-2025-108470,CUST-11894,2025-03-27,Delivered,Tacoma,WA,0.0,5
ORD-2025-108471,CUST-14147,2025-03-27,Delivered,Duluth,MN,4.99,3
ORD-2025-108472,CUST-10934,2025-03-27,Delivered,Memphis,TN,14.99,2
ORD-2025-108473,CUST-11830,2025-03-28,Delivered,Augusta,GA,4.99,3
ORD-2025-108474,CUST-12283,2025-03-28,Delivered,San Antonio,TX,14.99,7
ORD-2025-108475,CUST-15420,2025-03-28,Shipped,Aurora,IL,9.99,4
ORD-2025-108476,CUST-10445,2025-03-28,Delivered,Greenville,SC,14.99,4
ORD-2025-108477,CUST-10319,2025-03-28,Delivered,Lake Charles,LA,4.99,5
ORD-2025-108478,CUST-10251,2025-03-28,Delivered,West Valley City,UT,9.99,2
ORD-2025-108479,CUST-10056,2025-03-28,Delivered,Norfolk,VA,0.0,5
ORD-2025-108480,CUST-11339,2025-03-28,Delivered,Louisville,KY,9.99,4
ORD-2025-108481,CUST-13770,2025-03-28,Delivered,Springfield,MA,0.0,4
ORD-2025-108482,CUST-14048,2025-03-28,Delivered,Bloomington,MN,19.99,4
ORD-2025-108483,CUST-12827,2025-03-28,Delivered,Cambridge,MA,4.99,7
ORD-2025-108484,CUST-14398,2025-03-28,Shipped,Fort Wayne,IN,14.99,3
ORD-2025-108485,CUST-14583,2025-03-28,Delivered,Baton Rouge,LA,9.99,5
ORD-2025-108486,CUST-12626,2025-03-28,Delivered,Columbus,OH,14.99,4
ORD-2025-108487,CUST-13921,2025-03-28,Delivered,Orem,UT,9.99,7
ORD-2025-108488,CUST-12549,2025-03-28,Delivered,Fort Collins,CO,19.99,3
ORD-2025-108489,CUST-11388,2025-03-28,Delivered,Madison,WI,14.99,4
ORD-2025-108490,CUST-12260,2025-03-28,Delivered,Clarksville,TN,9.99,4
ORD-2025-108491,CUST-14276,2025-03-28,Delivered,Cleveland,OH,14.99,6
ORD-2025-108492,CUST-14974,2025-03-28,Delivered,Paterson,NJ,0.0,2
ORD-2025-108493,CUST-15170,2025-03-28,Delivered,Bellevue,WA,14.99,6
ORD-2025-108494,CUST-11791,2025-03-28,Delivered,Reading,PA,9.99,4
ORD-2025-108495,CUST-11538,2025-03-28,Delivered,Greenville,SC,0.0,5
ORD-2025-108496,CUST-12627,2025-03-28,Delivered,Saint Paul,MN,0.0,5
ORD-2025-108497,CUST-11298,2025-03-28,Delivered,Las Vegas,NV,9.99,7
ORD-2025-108498,CUST-10189,2025-03-28,Delivered,Columbia,SC,4.99,6
ORD-2025-108499,CUST-13035,2025-03-28,Delivered,Gresham,OR,19.99,6
ORD-2025-108500,CUST-13369,2025-03-28,Shipped,Indianapolis,IN,4.99,3
ORD-2025-108501,CUST-10580,2025-03-28,Delivered,Newark,NJ,14.99,5
ORD-2025-108502,CUST-10245,2025-03-28,Delivered,Springfield,MA,0.0,4
ORD-2025-108503,CUST-12477,2025-03-28,Delivered,Columbus,GA,4.99,5
ORD-2025-108504,CUST-14533,2025-03-28,Delivered,Lexington,KY,0.0,5
ORD-2025-108505,CUST-10890,2025-03-29,Returned,Erie,PA,0.0,6
ORD-2025-108506,CUST-14228,2025-03-29,Delivered,Kansas City,MO,9.99,6
ORD-2025-108507,CUST-11170,2025-03-29,Delivered,Jacksonville,FL,19.99,5
ORD-2025-108508,CUST-13798,2025-03-29,Delivered,Huntsville,AL,0.0,4
ORD-2025-108509,CUST-13489,2025-03-29,Delivered,Springfield,MA,14.99,7
ORD-2025-108510,CUST-14149,2025-03-29,Delivered,Lexington,KY,4.99,6
ORD-2025-108511,CUST-10626,2025-03-29,Delivered,El Paso,TX,14.99,5
ORD-2025-108512,CUST-11718,2025-03-29,Delivered,Fresno,CA,9.99,5
ORD-2025-108513,CUST-12402,2025-03-29,Delivered,Henderson,NV,19.99,5
ORD-2025-108514,CUST-15291,2025-03-29,Delivered,Racine,WI,19.99,2
ORD-2025-108515,CUST-10881,2025-03-29,Delivered,Cincinnati,OH,19.99,3
ORD-2025-108516,CUST-13077,2025-03-29,Delivered,Boston,MA,9.99,6
ORD-2025-108517,CUST-15142,2025-03-29,Delivered,Fort Collins,CO,0.0,6
ORD-2025-108518,CUST-13099,2025-03-29,Delivered,Charlotte,NC,9.99,4
ORD-2025-108519,CUST-15241,2025-03-29,Delivered,Mobile,AL,14.99,3
ORD-2025-108520,CUST-12673,2025-03-29,Delivered,Miami,FL,14.99,4
ORD-2025-108521,CUST-13826,2025-03-29,Delivered,Dallas,TX,0.0,2
ORD-2025-108522,CUST-14084,2025-03-29,Delivered,Columbia,SC,14.99,7
ORD-2025-108523,CUST-14231,2025-03-29,Delivered,Chattanooga,TN,9.99,4
ORD-2025-108524,CUST-14650,2025-03-30,Delivered,Greenville,SC,14.99,5
ORD-2025-108525,CUST-12074,2025-03-30,Delivered,Indianapolis,IN,19.99,6
ORD-2025-108526,CUST-11767,2025-03-30,Delivered,Orlando,FL,4.99,7
ORD-2025-108527,CUST-10118,2025-03-30,Delivered,Carmel,IN,19.99,6
ORD-2025-108528,CUST-14712,2025-03-30,Delivered,Columbus,GA,0.0,5
ORD-2025-108529,CUST-13309,2025-03-30,Delivered,Salem,OR,0.0,5
ORD-2025-108530,CUST-13377,2025-03-30,Delivered,Norman,OK,4.99,7
ORD-2025-108531,CUST-10379,2025-03-30,Delivered,Los Angeles,CA,4.99,7
ORD-2025-108532,CUST-10233,2025-03-30,Delivered,Fort Worth,TX,19.99,4
ORD-2025-108533,CUST-11997,2025-03-30,Shipped,Durham,NC,4.99,1
ORD-2025-108534,CUST-10928,2025-03-30,Processing,Tacoma,WA,4.99,0
ORD-2025-108535,CUST-13346,2025-03-30,Delivered,Mount Pleasant,SC,19.99,6
ORD-2025-108536,CUST-14873,2025-03-30,Delivered,Hillsboro,OR,19.99,2
ORD-2025-108537,CUST-14054,2025-03-30,Delivered,Chesapeake,VA,4.99,7
ORD-2025-108538,CUST-14824,2025-03-30,Returned,Norfolk,VA,9.99,2
ORD-2025-108539,CUST-14070,2025-03-30,Delivered,Warren,MI,0.0,5
ORD-2025-108540,CUST-10584,2025-03-30,Delivered,Houston,TX,4.99,6
ORD-2025-108541,CUST-10095,2025-03-30,Delivered,Huntsville,AL,14.99,6
ORD-2025-108542,CUST-14910,2025-03-31,Delivered,Oklahoma City,OK,9.99,7
ORD-2025-108543,CUST-15420,2025-03-31,Delivered,Aurora,IL,0.0,2
ORD-2025-108544,CUST-14216,2025-03-31,Delivered,Mesa,AZ,19.99,2
ORD-2025-108545,CUST-14982,2025-03-31,Delivered,Seattle,WA,19.99,3
ORD-2025-108546,CUST-13489,2025-03-31,Delivered,Springfield,MA,4.99,3
ORD-2025-108547,CUST-12508,2025-03-31,Delivered,Memphis,TN,0.0,3
ORD-2025-108548,CUST-11911,2025-03-31,Delivered,Greenville,SC,9.99,3
ORD-2025-108549,CUST-13238,2025-03-31,Delivered,Kansas City,MO,4.99,6
ORD-2025-108550,CUST-12174,2025-03-31,Shipped,Detroit,MI,0.0,4
ORD-2025-108551,CUST-13457,2025-03-31,Delivered,Hillsboro,OR,9.99,5
ORD-2025-108552,CUST-14950,2025-03-31,Shipped,Los Angeles,CA,0.0,1
ORD-2025-108553,CUST-10507,2025-03-31,Delivered,Portland,OR,14.99,2
ORD-2025-108554,CUST-12389,2025-03-31,Delivered,Bellevue,WA,14.99,2
ORD-2025-108555,CUST-12687,2025-03-31,Delivered,San Francisco,CA,9.99,4
ORD-2025-108556,CUST-11836,2025-03-31,Delivered,West Jordan,UT,4.99,6
ORD-2025-108557,CUST-10909,2025-03-31,Delivered,Evansville,IN,0.0,5
ORD-2025-108558,CUST-13586,2025-03-31,Delivered,Sterling Heights,MI,14.99,4
ORD-2025-108559,CUST-12151,2025-03-31,Delivered,San Jose,CA,0.0,3
ORD-2025-108560,CUST-12729,2025-03-31,Delivered,Orem,UT,0.0,3
ORD-2025-108561,CUST-14485,2025-03-31,Delivered,Waterbury,CT,19.99,6
ORD-2025-108562,CUST-15002,2025-03-31,Delivered,Dallas,TX,4.99,7
ORD-2025-108563,CUST-13308,2025-03-31,Cancelled,Lakewood,CO,0.0,0
ORD-2025-108564,CUST-13863,2025-03-31,Delivered,Chicago,IL,14.99,6
ORD-2025-108565,CUST-11860,2025-03-31,Delivered,Springfield,IL,9.99,5
ORD-2025-108566,CUST-11949,2025-03-31,Delivered,Grand Rapids,MI,9.99,5
ORD-2025-108567,CUST-15020,2025-04-01,Delivered,Las Vegas,NV,4.99,4
