order_item_id,order_id,product_id,quantity,unit_price,unit_cost,discount_rate,gross_revenue,discount_amount,net_revenue,total_cost,profit
ITEM-501987,ORD-2024-101160,PROD-1184,1,119.0,34.8,0.0,119.0,0.0,119.0,34.8,84.2
ITEM-501988,ORD-2024-101160,PROD-1111,1,119.0,40.0,0.2,119.0,23.8,95.2,40.0,55.2
ITEM-501989,ORD-2024-101160,PROD-1191,1,149.0,45.0,0.1,149.0,14.9,134.1,45.0,89.1
ITEM-501990,ORD-2024-101160,PROD-1177,1,85.0,24.0,0.05,85.0,4.25,80.75,24.0,56.75
ITEM-501991,ORD-2024-101160,PROD-1431,1,48.0,12.0,0.0,48.0,0.0,48.0,12.0,36.0
ITEM-501992,ORD-2024-101161,PROD-1480,5,33.6,10.15,0.2,168.0,33.6,134.4,50.75,83.65
ITEM-501993,ORD-2024-101161,PROD-1500,2,109.48,31.5,0.05,218.96,10.95,208.01,63.0,145.01
ITEM-501994,ORD-2024-101162,PROD-1172,2,59.8,16.2,0.0,119.6,0.0,119.6,32.4,87.2
ITEM-501995,ORD-2024-101162,PROD-1056,3,768.6,377.0,0.2,2305.8,461.16,1844.64,1131.0,713.64
ITEM-501996,ORD-2024-101162,PROD-1340,3,127.88,40.5,0.0,383.64,0.0,383.64,121.5,262.14
ITEM-501997,ORD-2024-101163,PROD-1311,2,89.0,25.0,0.2,178.0,35.6,142.4,50.0,92.4
ITEM-501998,ORD-2024-101163,PROD-1171,1,76.7,20.7,0.05,76.7,3.84,72.86,20.7,52.16
ITEM-501999,ORD-2024-101163,PROD-1100,1,164.68,58.5,0.05,164.68,8.23,156.45,58.5,97.95
ITEM-502000,ORD-2024-101164,PROD-1298,2,165.12,50.0,0.1,330.24,33.02,297.22,100.0,197.22
ITEM-502001,ORD-2024-101165,PROD-1468,1,63.48,18.0,0.05,63.48,3.17,60.31,18.0,42.31
ITEM-502002,ORD-2024-101166,PROD-1464,1,40.6,13.05,0.0,40.6,0.0,40.6,13.05,27.55
ITEM-502003,ORD-2024-101167,PROD-1085,1,79.0,28.0,0.25,79.0,19.75,59.25,28.0,31.25
ITEM-502004,ORD-2024-101167,PROD-1499,1,140.42,40.25,0.15,140.42,21.06,119.36,40.25,79.11
ITEM-502005,ORD-2024-101167,PROD-1152,2,68.6,23.2,0.15,137.2,20.58,116.62,46.4,70.22
ITEM-502006,ORD-2024-101168,PROD-1469,1,69.0,20.0,0.1,69.0,6.9,62.1,20.0,42.1
ITEM-502007,ORD-2024-101169,PROD-1165,1,48.0,14.0,0.15,48.0,7.2,40.8,14.0,26.8
ITEM-502008,ORD-2024-101169,PROD-1032,1,1958.6,986.0,0.0,1958.6,0.0,1958.6,986.0,972.6
ITEM-502009,ORD-2024-101169,PROD-1395,2,116.82,39.1,0.0,233.64,0.0,233.64,78.2,155.44
ITEM-502010,ORD-2024-101169,PROD-1088,1,110.6,40.6,0.1,110.6,11.06,99.54,40.6,58.94
ITEM-502011,ORD-2024-101170,PROD-1017,1,199.0,95.0,0.0,199.0,0.0,199.0,95.0,104.0
ITEM-502012,ORD-2024-101170,PROD-1009,3,1199.0,520.0,0.05,3597.0,179.85,3417.15,1560.0,1857.15
ITEM-502013,ORD-2024-101170,PROD-1126,1,59.0,18.0,0.1,59.0,5.9,53.1,18.0,35.1
ITEM-502014,ORD-2024-101170,PROD-1089,1,329.0,140.0,0.1,329.0,32.9,296.1,140.0,156.1
ITEM-502015,ORD-2024-101171,PROD-1121,1,59.0,18.0,0.1,59.0,5.9,53.1,18.0,35.1
ITEM-502016,ORD-2024-101171,PROD-1493,1,52.0,16.0,0.0,52.0,0.0,52.0,16.0,36.0
ITEM-502017,ORD-2024-101172,PROD-1516,1,275.08,99.0,0.0,275.08,0.0,275.08,99.0,176.08
ITEM-502018,ORD-2024-101172,PROD-1269,3,68.0,16.0,0.1,204.0,20.4,183.6,48.0,135.6
ITEM-502019,ORD-2024-101173,PROD-1436,3,23.92,6.3,0.0,71.76,0.0,71.76,18.9,52.86
ITEM-502020,ORD-2024-101174,PROD-1179,1,100.3,27.6,0.15,100.3,15.04,85.26,27.6,57.66
ITEM-502021,ORD-2024-101174,PROD-1189,1,149.0,45.0,0.1,149.0,14.9,134.1,45.0,89.1
ITEM-502022,ORD-2024-101175,PROD-1010,1,1534.72,650.0,0.05,1534.72,76.74,1457.98,650.0,807.98
ITEM-502023,ORD-2024-101176,PROD-1322,1,510.72,175.0,0.1,510.72,51.07,459.65,175.0,284.65
ITEM-502024,ORD-2024-101176,PROD-1525,2,42.0,12.0,0.0,84.0,0.0,84.0,24.0,60.0
ITEM-502025,ORD-2024-101176,PROD-1118,1,189.0,70.0,0.05,189.0,9.45,179.55,70.0,109.55
ITEM-502026,ORD-2024-101177,PROD-1213,1,135.0,36.0,0.0,135.0,0.0,135.0,36.0,99.0
ITEM-502027,ORD-2024-101178,PROD-1011,1,1414.82,598.0,0.15,1414.82,212.22,1202.6,598.0,604.6
ITEM-502028,ORD-2024-101178,PROD-1134,1,29.0,9.0,0.0,29.0,0.0,29.0,9.0,20.0
ITEM-502029,ORD-2024-101178,PROD-1257,1,115.0,35.0,0.15,115.0,17.25,97.75,35.0,62.75
ITEM-502030,ORD-2024-101178,PROD-1458,1,37.12,11.25,0.2,37.12,7.42,29.7,11.25,18.45
ITEM-502031,ORD-2024-101179,PROD-1391,1,39.0,12.0,0.05,39.0,1.95,37.05,12.0,25.05
ITEM-502032,ORD-2024-101180,PROD-1368,1,600.6,217.5,0.0,600.6,0.0,600.6,217.5,383.1
ITEM-502033,ORD-2024-101180,PROD-1456,1,124.6,40.6,0.2,124.6,24.92,99.68,40.6,59.08
ITEM-502034,ORD-2024-101181,PROD-1175,1,65.0,18.0,0.1,65.0,6.5,58.5,18.0,40.5
ITEM-502035,ORD-2024-101181,PROD-1209,2,135.0,36.0,0.2,270.0,54.0,216.0,72.0,144.0
ITEM-502036,ORD-2024-101182,PROD-1444,1,20.24,5.4,0.2,20.24,4.05,16.19,5.4,10.79
ITEM-502037,ORD-2024-101182,PROD-1255,1,55.0,15.0,0.0,55.0,0.0,55.0,15.0,40.0
ITEM-502038,ORD-2024-101183,PROD-1379,1,112.1,32.2,0.0,112.1,0.0,112.1,32.2,79.9
ITEM-502039,ORD-2024-101184,PROD-1386,4,49.92,15.0,0.0,199.68,0.0,199.68,60.0,139.68
ITEM-502040,ORD-2024-101185,PROD-1446,1,22.0,6.0,0.0,22.0,0.0,22.0,6.0,16.0
ITEM-502041,ORD-2024-101186,PROD-1229,1,120.0,32.0,0.0,120.0,0.0,120.0,32.0,88.0
ITEM-502042,ORD-2024-101187,PROD-1410,1,96.0,30.0,0.15,96.0,14.4,81.6,30.0,51.6
ITEM-502043,ORD-2024-101188,PROD-1219,1,152.22,43.7,0.1,152.22,15.22,137.0,43.7,93.3
ITEM-502044,ORD-2024-101189,PROD-1095,1,329.0,140.0,0.25,329.0,82.25,246.75,140.0,106.75
ITEM-502045,ORD-2024-101189,PROD-1255,2,55.0,15.0,0.15,110.0,16.5,93.5,30.0,63.5
ITEM-502046,ORD-2024-101189,PROD-1349,1,449.0,160.0,0.15,449.0,67.35,381.65,160.0,221.65
ITEM-502047,ORD-2024-101190,PROD-1343,1,139.0,45.0,0.0,139.0,0.0,139.0,45.0,94.0
ITEM-502048,ORD-2024-101191,PROD-1061,1,349.0,160.0,0.0,349.0,0.0,349.0,160.0,189.0
ITEM-502049,ORD-2024-101192,PROD-1239,1,140.0,42.0,0.15,140.0,21.0,119.0,42.0,77.0
ITEM-502050,ORD-2024-101193,PROD-1071,1,229.0,85.0,0.0,229.0,0.0,229.0,85.0,144.0
ITEM-502051,ORD-2024-101194,PROD-1256,1,77.0,21.75,0.1,77.0,7.7,69.3,21.75,47.55
ITEM-502052,ORD-2024-101194,PROD-1149,1,49.0,16.0,0.15,49.0,7.35,41.65,16.0,25.65
ITEM-502053,ORD-2024-101195,PROD-1226,1,153.6,40.0,0.0,153.6,0.0,153.6,40.0,113.6
ITEM-502054,ORD-2024-101196,PROD-1076,4,137.08,40.5,0.0,548.32,0.0,548.32,162.0,386.32
ITEM-502055,ORD-2024-101197,PROD-1383,1,95.0,28.0,0.0,95.0,0.0,95.0,28.0,67.0
ITEM-502056,ORD-2024-101197,PROD-1134,1,29.0,9.0,0.1,29.0,2.9,26.1,9.0,17.1
ITEM-502057,ORD-2024-101198,PROD-1392,2,54.6,17.4,0.0,109.2,0.0,109.2,34.8,74.4
ITEM-502058,ORD-2024-101199,PROD-1055,1,549.0,260.0,0.0,549.0,0.0,549.0,260.0,289.0
ITEM-502059,ORD-2024-101199,PROD-1056,1,768.6,377.0,0.0,768.6,0.0,768.6,377.0,391.6
ITEM-502060,ORD-2024-101199,PROD-1219,1,152.22,43.7,0.2,152.22,30.44,121.78,43.7,78.08
ITEM-502061,ORD-2024-101200,PROD-1515,2,352.82,126.5,0.1,705.64,70.56,635.08,253.0,382.08
ITEM-502062,ORD-2024-101200,PROD-1376,2,138.6,46.4,0.0,277.2,0.0,277.2,92.8,184.4
ITEM-502063,ORD-2024-101201,PROD-1291,1,341.02,109.25,0.15,341.02,51.15,289.87,109.25,180.62
ITEM-502064,ORD-2024-101201,PROD-1437,1,26.0,7.0,0.25,26.0,6.5,19.5,7.0,12.5
ITEM-502065,ORD-2024-101201,PROD-1446,4,22.0,6.0,0.1,88.0,8.8,79.2,24.0,55.2
ITEM-502066,ORD-2024-101201,PROD-1049,1,549.0,260.0,0.0,549.0,0.0,549.0,260.0,289.0
ITEM-502067,ORD-2024-101202,PROD-1249,2,55.0,15.0,0.25,110.0,27.5,82.5,30.0,52.5
ITEM-502068,ORD-2024-101202,PROD-1036,1,827.08,378.0,0.0,827.08,0.0,827.08,378.0,449.08
ITEM-502069,ORD-2024-101203,PROD-1434,1,33.28,8.75,0.0,33.28,0.0,33.28,8.75,24.53
ITEM-502070,ORD-2024-101204,PROD-1285,1,42.0,12.0,0.05,42.0,2.1,39.9,12.0,27.9
ITEM-502071,ORD-2024-101205,PROD-1197,1,89.0,22.0,0.0,89.0,0.0,89.0,22.0,67.0
ITEM-502072,ORD-2024-101205,PROD-1178,1,108.8,30.0,0.0,108.8,0.0,108.8,30.0,78.8
ITEM-502073,ORD-2024-101205,PROD-1081,1,79.0,28.0,0.15,79.0,11.85,67.15,28.0,39.15
ITEM-502074,ORD-2024-101206,PROD-1047,3,1599.0,780.0,0.05,4797.0,239.85,4557.15,2340.0,2217.15
ITEM-502075,ORD-2024-101206,PROD-1510,1,35.0,10.0,0.0,35.0,0.0,35.0,10.0,25.0
ITEM-502076,ORD-2024-101207,PROD-1459,1,34.22,10.35,0.0,34.22,0.0,34.22,10.35,23.87
ITEM-502077,ORD-2024-101207,PROD-1392,3,54.6,17.4,0.15,163.8,24.57,139.23,52.2,87.03
ITEM-502078,ORD-2024-101208,PROD-1494,1,52.0,16.0,0.0,52.0,0.0,52.0,16.0,36.0
ITEM-502079,ORD-2024-101209,PROD-1296,1,404.6,137.75,0.0,404.6,0.0,404.6,137.75,266.85
ITEM-502080,ORD-2024-101209,PROD-1367,5,429.0,150.0,0.0,2145.0,0.0,2145.0,750.0,1395.0
ITEM-502081,ORD-2024-101210,PROD-1112,2,166.6,58.0,0.05,333.2,16.66,316.54,116.0,200.54
ITEM-502082,ORD-2024-101210,PROD-1265,1,68.0,16.0,0.1,68.0,6.8,61.2,16.0,45.2
ITEM-502083,ORD-2024-101210,PROD-1466,2,88.32,25.0,0.05,176.64,8.83,167.81,50.0,117.81
ITEM-502084,ORD-2024-101210,PROD-1315,4,140.42,43.7,0.2,561.68,112.34,449.34,174.8,274.54
ITEM-502085,ORD-2024-101211,PROD-1225,1,120.0,32.0,,120.0,24.0,96.0,32.0,64.0
ITEM-502086,ORD-2024-101211,PROD-1064,2,488.6,232.0,0.2,977.2,195.44,781.76,464.0,317.76
ITEM-502087,ORD-2024-101212,PROD-1271,1,68.0,16.0,0.05,68.0,3.4,64.6,16.0,48.6
ITEM-502088,ORD-2024-101212,PROD-1112,3,166.6,58.0,0.1,499.8,49.98,449.82,174.0,275.82
ITEM-502089,ORD-2024-101212,PROD-1106,1,152.32,50.0,0.1,152.32,15.23,137.09,50.0,87.09
ITEM-502090,ORD-2024-101213,PROD-1033,1,899.0,420.0,0.25,899.0,224.75,674.25,420.0,254.25
ITEM-502091,ORD-2024-101213,PROD-1150,1,49.0,16.0,0.3,49.0,14.7,34.3,16.0,18.3
ITEM-502092,ORD-2024-101213,PROD-1286,1,42.0,12.0,0.0,42.0,0.0,42.0,12.0,30.0
ITEM-502093,ORD-2024-101213,PROD-1352,1,628.6,232.0,0.0,628.6,0.0,628.6,232.0,396.6
ITEM-502094,ORD-2024-101214,PROD-1482,2,101.12,27.5,0.0,202.24,0.0,202.24,55.0,147.24
ITEM-502095,ORD-2024-101214,PROD-1460,2,26.68,8.1,0.1,53.36,5.34,48.02,16.2,31.82
ITEM-502096,ORD-2024-101215,PROD-1487,1,79.0,22.0,0.05,79.0,3.95,75.05,22.0,53.05
ITEM-502097,ORD-2024-101216,PROD-1296,2,404.6,137.75,0.1,809.2,80.92,728.28,275.5,452.78
ITEM-502098,ORD-2024-101217,PROD-1283,1,49.56,13.8,0.15,49.56,7.43,42.13,13.8,28.33
ITEM-502099,ORD-2024-101218,PROD-1353,1,259.0,85.0,0.05,259.0,12.95,246.05,85.0,161.05
ITEM-502100,ORD-2024-101218,PROD-1371,2,116.82,36.8,0.1,233.64,23.36,210.28,73.6,136.68
ITEM-502101,ORD-2024-101218,PROD-1291,2,341.02,109.25,0.1,682.04,68.2,613.84,218.5,395.34
ITEM-502102,ORD-2024-101219,PROD-1013,1,1199.0,520.0,0.0,1199.0,0.0,1199.0,520.0,679.0
ITEM-502103,ORD-2024-101219,PROD-1007,1,799.0,350.0,0.0,799.0,0.0,799.0,350.0,449.0
ITEM-502104,ORD-2024-101220,PROD-1427,1,56.64,13.8,0.0,56.64,0.0,56.64,13.8,42.84
ITEM-502105,ORD-2024-101221,PROD-1277,2,195.0,60.0,0.0,390.0,0.0,390.0,120.0,270.0
ITEM-502106,ORD-2024-101221,PROD-1250,1,70.4,18.75,0.05,70.4,3.52,66.88,18.75,48.13
ITEM-502107,ORD-2024-101221,PROD-1305,1,89.0,25.0,0.0,89.0,0.0,89.0,25.0,64.0
ITEM-502108,ORD-2024-101221,PROD-1550,3,179.0,55.0,0.0,537.0,0.0,537.0,165.0,372.0
ITEM-502109,ORD-2024-101222,PROD-1281,1,42.0,12.0,0.05,42.0,2.1,39.9,12.0,27.9
ITEM-502110,ORD-2024-101222,PROD-1267,1,80.24,18.4,0.2,80.24,16.05,64.19,18.4,45.79
ITEM-502111,ORD-2024-101223,PROD-1405,1,25.0,8.0,0.1,25.0,2.5,22.5,8.0,14.5
ITEM-502112,ORD-2024-101223,PROD-1120,1,264.6,101.5,0.05,264.6,13.23,251.37,101.5,149.87
ITEM-502113,ORD-2024-101223,PROD-1411,1,88.5,27.6,0.05,88.5,4.42,84.08,27.6,56.48
ITEM-502114,ORD-2024-101224,PROD-1423,1,32.0,8.0,0.2,32.0,6.4,25.6,8.0,17.6
ITEM-502115,ORD-2024-101225,PROD-1375,1,99.0,32.0,0.0,99.0,0.0,99.0,32.0,67.0
ITEM-502116,ORD-2024-101226,PROD-1538,1,600.32,200.0,0.15,600.32,90.05,510.27,200.0,310.27
ITEM-502117,ORD-2024-101227,PROD-1385,2,39.0,12.0,0.1,78.0,7.8,70.2,24.0,46.2
ITEM-502118,ORD-2024-101228,PROD-1235,4,165.2,48.3,0.25,660.8,165.2,495.6,193.2,302.4
ITEM-502119,ORD-2024-101229,PROD-1359,1,259.0,85.0,0.0,259.0,0.0,259.0,85.0,174.0
ITEM-502120,ORD-2024-101229,PROD-1121,1,59.0,18.0,0.15,59.0,8.85,50.15,18.0,32.15
ITEM-502121,ORD-2024-101229,PROD-1249,1,55.0,15.0,0.0,55.0,0.0,55.0,15.0,40.0
ITEM-502122,ORD-2024-101230,PROD-1258,1,147.2,43.75,0.2,147.2,29.44,117.76,43.75,74.01
ITEM-502123,ORD-2024-101230,PROD-1517,1,299.0,110.0,0.05,299.0,14.95,284.05,110.0,174.05
ITEM-502124,ORD-2024-101230,PROD-1502,1,119.0,35.0,0.0,119.0,0.0,119.0,35.0,84.0
ITEM-502125,ORD-2024-101231,PROD-1394,1,126.72,42.5,0.05,126.72,6.34,120.38,42.5,77.88
ITEM-502126,ORD-2024-101232,PROD-1390,3,39.0,12.0,0.05,117.0,5.85,111.15,36.0,75.15
ITEM-502127,ORD-2024-101233,PROD-1119,4,189.0,70.0,0.15,756.0,113.4,642.6,280.0,362.6
ITEM-502128,ORD-2024-101233,PROD-1165,5,48.0,14.0,0.2,240.0,48.0,192.0,70.0,122.0
ITEM-502129,ORD-2024-101234,PROD-1527,4,42.0,12.0,0.15,168.0,25.2,142.8,48.0,94.8
ITEM-502130,ORD-2024-101235,PROD-1391,5,39.0,12.0,0.15,195.0,29.25,165.75,60.0,105.75
ITEM-502131,ORD-2024-101235,PROD-1260,2,105.8,31.5,0.0,211.6,0.0,211.6,63.0,148.6
ITEM-502132,ORD-2024-101235,PROD-1272,1,95.2,23.2,0.05,95.2,4.76,90.44,23.2,67.24
ITEM-502133,ORD-2024-101236,PROD-1002,1,1022.72,437.5,0.0,1022.72,0.0,1022.72,437.5,585.22
ITEM-502134,ORD-2024-101236,PROD-1430,1,48.0,12.0,0.1,48.0,4.8,43.2,12.0,31.2
ITEM-502135,ORD-2024-101237,PROD-1453,3,89.0,28.0,0.0,267.0,0.0,267.0,84.0,183.0
ITEM-502136,ORD-2024-101238,PROD-1134,1,29.0,9.0,0.0,29.0,0.0,29.0,9.0,20.0
ITEM-502137,ORD-2024-101239,PROD-1545,1,179.0,55.0,0.15,179.0,26.85,152.15,55.0,97.15
ITEM-502138,ORD-2024-101239,PROD-1536,1,28.0,7.25,0.2,28.0,5.6,22.4,7.25,15.15
ITEM-502139,ORD-2024-101240,PROD-1454,1,89.0,28.0,0.0,89.0,0.0,89.0,28.0,61.0
ITEM-502140,ORD-2024-101240,PROD-1154,2,126.72,47.5,0.05,253.44,12.67,240.77,95.0,145.77
ITEM-502141,ORD-2024-101240,PROD-1177,1,85.0,24.0,0.15,85.0,12.75,72.25,24.0,48.25
ITEM-502142,ORD-2024-101240,PROD-1205,2,54.0,12.0,0.0,108.0,0.0,108.0,24.0,84.0
ITEM-502143,ORD-2024-101241,PROD-1151,3,49.0,16.0,0.0,147.0,0.0,147.0,48.0,99.0
ITEM-502144,ORD-2024-101242,PROD-1055,1,549.0,260.0,0.0,549.0,0.0,549.0,260.0,289.0
ITEM-502145,ORD-2024-101243,PROD-1128,1,82.6,26.1,0.1,82.6,8.26,74.34,26.1,48.24
ITEM-502146,ORD-2024-101243,PROD-1454,1,89.0,28.0,0.05,89.0,4.45,84.55,28.0,56.55
ITEM-502147,ORD-2024-101243,PROD-1302,3,129.0,40.0,0.1,387.0,38.7,348.3,120.0,228.3
ITEM-502148,ORD-2024-101244,PROD-1413,1,75.0,24.0,0.15,75.0,11.25,63.75,24.0,39.75
ITEM-502149,ORD-2024-101245,PROD-1049,1,549.0,260.0,0.05,549.0,27.45,521.55,260.0,261.55
ITEM-502150,ORD-2024-101245,PROD-1432,1,67.2,17.4,0.0,67.2,0.0,67.2,17.4,49.8
ITEM-502151,ORD-2024-101246,PROD-1107,3,140.42,46.0,0.15,421.26,63.19,358.07,138.0,220.07
ITEM-502152,ORD-2024-101246,PROD-1039,4,899.0,420.0,0.0,3596.0,0.0,3596.0,1680.0,1916.0
ITEM-502153,ORD-2024-101246,PROD-1268,3,62.56,14.4,0.0,187.68,0.0,187.68,43.2,144.48
ITEM-502154,ORD-2024-101247,PROD-1173,1,65.0,18.0,0.0,65.0,0.0,65.0,18.0,47.0
ITEM-502155,ORD-2024-101248,PROD-1553,1,59.0,18.0,0.3,59.0,17.7,41.3,18.0,23.3
ITEM-502156,ORD-2024-101248,PROD-1354,1,331.52,106.25,0.0,331.52,0.0,331.52,106.25,225.27
ITEM-502157,ORD-2024-101248,PROD-1511,1,35.0,10.0,0.2,35.0,7.0,28.0,10.0,18.0
ITEM-502158,ORD-2024-101249,PROD-1534,1,20.0,5.0,0.0,20.0,0.0,20.0,5.0,15.0
ITEM-502159,ORD-2024-101250,PROD-1148,5,45.08,14.4,0.0,225.4,0.0,225.4,72.0,153.4
ITEM-502160,ORD-2024-101250,PROD-1289,2,289.0,95.0,0.0,578.0,0.0,578.0,190.0,388.0
ITEM-502161,ORD-2024-101251,PROD-1200,1,124.6,31.9,0.1,124.6,12.46,112.14,31.9,80.24
ITEM-502162,ORD-2024-101251,PROD-1371,1,116.82,36.8,0.0,116.82,0.0,116.82,36.8,80.02
ITEM-502163,ORD-2024-101252,PROD-1521,2,42.0,12.0,0.05,84.0,4.2,79.8,24.0,55.8
ITEM-502164,ORD-2024-101253,PROD-1507,1,41.3,11.5,0.0,41.3,0.0,41.3,11.5,29.8
ITEM-502165,ORD-2024-101254,PROD-1355,1,305.62,97.75,0.0,305.62,0.0,305.62,97.75,207.87
ITEM-502166,ORD-2024-101255,PROD-1200,1,124.6,31.9,0.0,124.6,0.0,124.6,31.9,92.7
ITEM-502167,ORD-2024-101255,PROD-1530,2,25.6,6.25,0.0,51.2,0.0,51.2,12.5,38.7
ITEM-502168,ORD-2024-101256,PROD-1258,1,147.2,43.75,0.0,147.2,0.0,147.2,43.75,103.45
ITEM-502169,ORD-2024-101257,PROD-1521,1,42.0,12.0,0.15,42.0,6.3,35.7,12.0,23.7
ITEM-502170,ORD-2024-101258,PROD-1193,1,89.0,22.0,0.0,89.0,0.0,89.0,22.0,67.0
ITEM-502171,ORD-2024-101258,PROD-1132,1,26.68,8.1,0.15,26.68,4.0,22.68,8.1,14.58
ITEM-502172,ORD-2024-101258,PROD-1155,1,116.82,43.7,0.0,116.82,0.0,116.82,43.7,73.12
ITEM-502173,ORD-2024-101258,PROD-1014,1,1199.0,520.0,0.0,1199.0,0.0,1199.0,520.0,679.0
ITEM-502174,ORD-2024-101259,PROD-1521,3,42.0,12.0,0.05,126.0,6.3,119.7,36.0,83.7
ITEM-502175,ORD-2024-101260,PROD-1081,1,79.0,28.0,0.0,79.0,0.0,79.0,28.0,51.0
ITEM-502176,ORD-2024-101261,PROD-1200,1,124.6,31.9,0.0,124.6,0.0,124.6,31.9,92.7
ITEM-502177,ORD-2024-101261,PROD-1433,1,26.0,7.0,0.15,26.0,3.9,22.1,7.0,15.1
ITEM-502178,ORD-2024-101261,PROD-1106,1,152.32,50.0,0.2,152.32,30.46,121.86,50.0,71.86
ITEM-502179,ORD-2024-101262,PROD-1181,1,85.0,24.0,0.1,85.0,8.5,76.5,24.0,52.5
ITEM-502180,ORD-2024-101263,PROD-1386,1,49.92,15.0,0.0,49.92,0.0,49.92,15.0,34.92
ITEM-502181,ORD-2024-101264,PROD-1282,1,53.76,15.0,0.0,53.76,0.0,53.76,15.0,38.76
ITEM-502182,ORD-2024-101264,PROD-1257,3,115.0,35.0,0.0,345.0,0.0,345.0,105.0,240.0
ITEM-502183,ORD-2024-101264,PROD-1500,1,109.48,31.5,0.1,109.48,10.95,98.53,31.5,67.03
ITEM-502184,ORD-2024-101265,PROD-1230,1,120.0,32.0,0.0,120.0,0.0,120.0,32.0,88.0
ITEM-502185,ORD-2024-101265,PROD-1109,1,119.0,40.0,0.1,119.0,11.9,107.1,40.0,67.1
ITEM-502186,ORD-2024-101266,PROD-1104,3,250.6,94.25,0.2,751.8,150.36,601.44,282.75,318.69
ITEM-502187,ORD-2024-101266,PROD-1159,1,99.0,38.0,0.0,99.0,0.0,99.0,38.0,61.0
ITEM-502188,ORD-2024-101266,PROD-1243,4,188.8,55.2,0.0,755.2,0.0,755.2,220.8,534.4
ITEM-502189,ORD-2024-101267,PROD-1335,1,79.0,22.0,0.0,79.0,0.0,79.0,22.0,57.0
ITEM-502190,ORD-2024-101267,PROD-1237,3,140.0,42.0,0.0,420.0,0.0,420.0,126.0,294.0
ITEM-502191,ORD-2024-101267,PROD-1484,1,72.68,19.8,0.05,72.68,3.63,69.05,19.8,49.25
ITEM-502192,ORD-2024-101268,PROD-1085,2,79.0,28.0,0.2,158.0,31.6,126.4,56.0,70.4
ITEM-502193,ORD-2024-101268,PROD-1149,1,49.0,16.0,0.0,49.0,0.0,49.0,16.0,33.0
ITEM-502194,ORD-2024-101268,PROD-1441,2,22.0,6.0,0.1,44.0,4.4,39.6,12.0,27.6
ITEM-502195,ORD-2024-101269,PROD-1302,4,129.0,40.0,0.0,516.0,0.0,516.0,160.0,356.0
ITEM-502196,ORD-2024-101270,PROD-1437,1,26.0,7.0,0.1,26.0,2.6,23.4,7.0,16.4
ITEM-502197,ORD-2024-101271,PROD-1347,2,529.82,184.0,0.15,1059.64,158.95,900.69,368.0,532.69
ITEM-502198,ORD-2024-101271,PROD-1472,1,96.6,29.0,0.0,96.6,0.0,96.6,29.0,67.6
ITEM-502199,ORD-2024-101272,PROD-1283,2,49.56,13.8,0.2,99.12,19.82,79.3,27.6,51.7
ITEM-502200,ORD-2024-101273,PROD-1101,2,179.0,65.0,0.05,358.0,17.9,340.1,130.0,210.1
ITEM-502201,ORD-2024-101273,PROD-1075,3,175.82,51.75,0.1,527.46,52.75,474.71,155.25,319.46
ITEM-502202,ORD-2024-101274,PROD-1223,1,129.0,38.0,0.0,129.0,0.0,129.0,38.0,91.0
ITEM-502203,ORD-2024-101274,PROD-1233,1,140.0,42.0,0.05,140.0,7.0,133.0,42.0,91.0
ITEM-502204,ORD-2024-101275,PROD-1521,1,42.0,12.0,0.0,42.0,0.0,42.0,12.0,30.0
ITEM-502205,ORD-2024-101276,PROD-1225,1,120.0,32.0,0.25,120.0,30.0,90.0,32.0,58.0
ITEM-502206,ORD-2024-101276,PROD-1535,3,20.0,5.0,0.0,60.0,0.0,60.0,15.0,45.0
ITEM-502207,ORD-2024-101277,PROD-1106,1,152.32,50.0,0.0,152.32,0.0,152.32,50.0,102.32
ITEM-502208,ORD-2024-101278,PROD-1276,2,179.4,54.0,0.05,358.8,17.94,340.86,108.0,232.86
ITEM-502209,ORD-2024-101278,PROD-1386,2,49.92,15.0,0.1,99.84,9.98,89.86,30.0,59.86
ITEM-502210,ORD-2024-101278,PROD-1377,1,95.0,28.0,0.0,95.0,0.0,95.0,28.0,67.0
ITEM-502211,ORD-2024-101279,PROD-1510,2,35.0,10.0,0.0,70.0,0.0,70.0,20.0,50.0
ITEM-502212,ORD-2024-101280,PROD-1019,1,234.82,109.25,0.0,234.82,0.0,234.82,109.25,125.57
ITEM-502213,ORD-2024-101280,PROD-1543,3,469.0,160.0,0.2,1407.0,281.4,1125.6,480.0,645.6
ITEM-502214,ORD-2024-101281,PROD-1209,1,135.0,36.0,0.0,135.0,0.0,135.0,36.0,99.0
ITEM-502215,ORD-2024-101282,PROD-1255,2,55.0,15.0,0.15,110.0,16.5,93.5,30.0,63.5
ITEM-502216,ORD-2024-101282,PROD-1272,1,95.2,23.2,0.0,95.2,0.0,95.2,23.2,72.0
ITEM-502217,ORD-2024-101283,PROD-1514,1,382.72,137.5,0.0,382.72,0.0,382.72,137.5,245.22
ITEM-502218,ORD-2024-101284,PROD-1081,1,79.0,28.0,0.1,79.0,7.9,71.1,28.0,43.1
ITEM-502219,ORD-2024-101285,PROD-1033,1,899.0,420.0,0.05,899.0,44.95,854.05,420.0,434.05
ITEM-502220,ORD-2024-101285,PROD-1002,1,1022.72,437.5,0.15,1022.72,153.41,869.31,437.5,431.81
ITEM-502221,ORD-2024-101285,PROD-1500,1,109.48,31.5,0.0,109.48,0.0,109.48,31.5,77.98
