payment_id,order_id,payment_date,payment_method,payment_status,amount
PAY-705963,ORD-2024-105963,2024-12-07,Credit Card,Success,100.61
PAY-705964,ORD-2024-105964,2024-12-06,PayPal,Success,59.99
PAY-705965,ORD-2024-105965,2024-12-06,Apple Pay,Success,278.69
PAY-705966,ORD-2024-105966,2024-12-06,PayPal,Success,575.07
PAY-705967,ORD-2024-105967,2024-12-06,PayPal,Failed,286.0
PAY-705968,ORD-2024-105968,2024-12-06,Apple Pay,Success,698.33
PAY-705969,ORD-2024-105969,2024-12-06,Apple Pay,Refunded,118.99
PAY-705970,ORD-2024-105970,2024-12-06,BNPL,Success,316.0
PAY-705971,ORD-2024-105971,2024-12-07,BNPL,Success,525.71
PAY-705972,ORD-2024-105972,2024-12-07,Credit Card,Success,858.0
PAY-705973,ORD-2024-105973,2024-12-07,Credit Card,Success,98.31
PAY-705974,ORD-2024-105974,2024-12-07,PayPal,Success,227.49
PAY-705975,ORD-2024-105975,2024-12-07,Credit Card,Success,47.79
PAY-705976,ORD-2024-105976,2024-12-06,Credit Card,Success,33.19
PAY-705977,ORD-2024-105977,2024-12-07,BNPL,Refunded,65.14
PAY-705978,ORD-2024-105978,2024-12-07,Credit Card,Success,160.41
PAY-705979,ORD-2024-105979,2024-12-07,Credit Card,Success,418.19
PAY-705980,ORD-2024-105980,2024-12-07,Credit Card,Success,329.56
PAY-705981,ORD-2024-105981,2024-12-07,Credit Card,Success,53.19
PAY-705982,ORD-2024-105982,2024-12-07,Credit Card,Success,105.99
PAY-705983,ORD-2024-105983,2024-12-08,Apple Pay,Success,736.66
PAY-705984,ORD-2024-105984,2024-12-07,BNPL,Success,400.54
PAY-705985,ORD-2024-105985,2024-12-07,Credit Card,Success,2646.39
PAY-705986,ORD-2024-105986,2024-12-07,Credit Card,Refunded,77.34
PAY-705987,ORD-2024-105987,2024-12-07,Apple Pay,Success,148.99
PAY-705988,ORD-2024-105988,2024-12-08,Debit Card,Success,1297.98
PAY-705989,ORD-2024-105989,2024-12-07,Credit Card,Success,82.41
PAY-705990,ORD-2024-105990,2024-12-07,Credit Card,Success,857.93
PAY-705991,ORD-2024-105991,2024-12-08,Credit Card,Success,362.99
PAY-705992,ORD-2024-105992,2024-12-07,Credit Card,Success,494.98
PAY-705993,ORD-2024-105993,2024-12-07,Credit Card,Success,544.19
PAY-705994,ORD-2024-105994,2024-12-07,Credit Card,Success,5314.01
PAY-705995,ORD-2024-105995,2024-12-07,Credit Card,Success,120.59
PAY-705996,ORD-2024-105996,2024-12-07,BNPL,Success,462.63
PAY-705997,ORD-2024-105997,2024-12-07,Apple Pay,Success,587.63
PAY-705998,ORD-2024-105998,2024-12-07,PayPal,Success,258.54
PAY-705999,ORD-2024-105999,2024-12-07,PayPal,Success,858.0
PAY-706000,ORD-2024-106000,2024-12-07,Credit Card,Success,212.5
PAY-706001,ORD-2024-106001,2024-12-08,PayPal,Success,317.99
PAY-706002,ORD-2024-106002,2024-12-08,Apple Pay,Success,1036.01
PAY-706003,ORD-2024-106003,2024-12-07,Credit Card,Success,62.21
PAY-706004,ORD-2024-106004,2024-12-08,Debit Card,Success,213.19
PAY-706005,ORD-2024-106005,2024-12-08,BNPL,Success,27.67
PAY-706006,ORD-2024-106006,2024-12-09,Credit Card,Success,46.99
PAY-706007,ORD-2024-106007,2024-12-08,PayPal,Success,1060.98
PAY-706008,ORD-2024-106008,2024-12-08,Credit Card,Success,332.51
PAY-706009,ORD-2024-106009,2024-12-09,BNPL,Success,775.99
PAY-706010,ORD-2024-106010,2024-12-08,Credit Card,Success,103.99
PAY-706011,ORD-2024-106011,2024-12-08,Credit Card,Refunded,323.97
PAY-706012,ORD-2024-106012,2024-12-08,Credit Card,Success,138.39
PAY-706013,ORD-2024-106013,2024-12-09,Credit Card,Success,246.09
PAY-706014,ORD-2024-106014,2024-12-08,Apple Pay,Success,422.99
PAY-706015,ORD-2024-106015,2024-12-08,PayPal,Success,1402.31
PAY-706016,ORD-2024-106016,2024-12-08,Credit Card,Success,40.69
PAY-706017,ORD-2024-106017,2024-12-08,BNPL,Refunded,38.0
PAY-706018,ORD-2024-106018,2024-12-08,Credit Card,Success,557.31
PAY-706019,ORD-2024-106019,2024-12-08,Credit Card,Success,68.09
PAY-706020,ORD-2024-106020,2024-12-08,Credit Card,Success,711.23
PAY-706021,ORD-2024-106021,2024-12-08,Debit Card,Success,119.0
PAY-706022,ORD-2024-106022,2024-12-09,PayPal,Success,619.36
PAY-706023,ORD-2024-106023,2024-12-08,Credit Card,Success,376.99
PAY-706024,ORD-2024-106024,2024-12-09,Debit Card,Refunded,1019.71
PAY-706025,ORD-2024-106025,2024-12-09,Credit Card,Success,508.59
PAY-706026,ORD-2024-106026,2024-12-09,Credit Card,Success,153.99
PAY-706027,ORD-2024-106027,2024-12-08,PayPal,Success,2556.73
PAY-706028,ORD-2024-106028,2024-12-09,Debit Card,Success,139.59
PAY-706029,ORD-2024-106029,2024-12-09,Debit Card,Success,228.74
PAY-706030,ORD-2024-106030,2024-12-09,PayPal,Refunded,756.94
PAY-706031,ORD-2024-106031,2024-12-10,Credit Card,Success,1337.29
PAY-706032,ORD-2024-106032,2024-12-09,Credit Card,Success,115.19
PAY-706033,ORD-2024-106033,2024-12-09,Credit Card,Success,1402.24
PAY-706034,ORD-2024-106034,2024-12-09,PayPal,Success,128.99
PAY-706035,ORD-2024-106035,2024-12-10,PayPal,Success,1824.2
PAY-706036,ORD-2024-106036,2024-12-09,Credit Card,Success,438.73
PAY-706037,ORD-2024-106037,2024-12-09,PayPal,Success,155.6
PAY-706038,ORD-2024-106038,2024-12-09,Credit Card,Success,993.59
PAY-706039,ORD-2024-106039,2024-12-09,Debit Card,Success,252.36
PAY-706040,ORD-2024-106040,2024-12-09,Debit Card,Success,1352.77
PAY-706041,ORD-2024-106041,2024-12-09,PayPal,Success,111.36
PAY-706042,ORD-2024-106042,2024-12-09,Credit Card,Success,60.07
PAY-706043,ORD-2024-106043,2024-12-09,PayPal,Success,442.91
PAY-706044,ORD-2024-106044,2024-12-09,Debit Card,Success,303.99
PAY-706045,ORD-2024-106045,2024-12-10,PayPal,Success,108.69
PAY-706046,ORD-2024-106046,2024-12-10,BNPL,Success,217.99
PAY-706047,ORD-2024-106047,2024-12-09,Credit Card,Success,369.4
PAY-706048,ORD-2024-106048,2024-12-09,Apple Pay,Success,138.06
PAY-706049,ORD-2024-106049,2024-12-09,Credit Card,Success,3906.36
PAY-706050,ORD-2024-106050,2024-12-09,Apple Pay,Success,2990.99
PAY-706051,ORD-2024-106051,2024-12-09,PayPal,Success,128.47
PAY-706052,ORD-2024-106052,2024-12-09,Debit Card,Success,144.99
PAY-706053,ORD-2024-106053,2024-12-09,Debit Card,Success,167.31
PAY-706054,ORD-2024-106054,2024-12-09,Debit Card,Success,44.74
PAY-706055,ORD-2024-106055,2024-12-10,Apple Pay,Success,30.5
PAY-706056,ORD-2024-106056,2024-12-10,Credit Card,Success,369.64
PAY-706057,ORD-2024-106057,2024-12-10,Credit Card,Failed,1906.51
PAY-706058,ORD-2024-106058,2024-12-11,Credit Card,Success,482.69
PAY-706059,ORD-2024-106059,2024-12-10,Credit Card,Success,140.26
PAY-706060,ORD-2024-106060,2024-12-10,Apple Pay,Success,128.99
PAY-706061,ORD-2024-106061,2024-12-11,Debit Card,Success,84.01
PAY-706062,ORD-2024-106062,2024-12-11,PayPal,Success,481.84
PAY-706063,ORD-2024-106063,2024-12-10,Apple Pay,Success,213.0
PAY-706064,ORD-2024-106064,2024-12-10,PayPal,Refunded,454.15
PAY-706065,ORD-2024-106065,2024-12-10,Credit Card,Success,222.08
PAY-706066,ORD-2024-106066,2024-12-10,Debit Card,Success,359.74
PAY-706067,ORD-2024-106067,2024-12-10,Credit Card,Success,713.22
PAY-706068,ORD-2024-106068,2024-12-11,Credit Card,Refunded,43.54
PAY-706069,ORD-2024-106069,2024-12-10,Apple Pay,Success,954.32
PAY-706070,ORD-2024-106070,2024-12-10,PayPal,Success,910.89
PAY-706071,ORD-2024-106071,2024-12-10,Credit Card,Success,85.74
PAY-706072,ORD-2024-106072,2024-12-11,PayPal,Success,979.3
PAY-706073,ORD-2024-106073,2024-12-11,PayPal,Success,68.83
PAY-706074,ORD-2024-106074,2024-12-11,Credit Card,Success,490.4
PAY-706075,ORD-2024-106075,2024-12-11,Apple Pay,Success,41.49
PAY-706076,ORD-2024-106076,2024-12-10,Credit Card,Success,203.99
PAY-706077,ORD-2024-106077,2024-12-11,PayPal,Success,291.71
PAY-706078,ORD-2024-106078,2024-12-11,Apple Pay,Success,292.8
PAY-706079,ORD-2024-106079,2024-12-12,Credit Card,Success,363.99
PAY-706080,ORD-2024-106080,2024-12-11,Debit Card,Success,540.64
PAY-706081,ORD-2024-106081,2024-12-12,PayPal,Success,125.79
PAY-706082,ORD-2024-106082,2024-12-11,Credit Card,Success,1123.11
PAY-706083,ORD-2024-106083,2024-12-11,Credit Card,Success,1026.43
PAY-706084,ORD-2024-106084,2024-12-12,Credit Card,Success,1047.56
PAY-706085,ORD-2024-106085,2024-12-11,Debit Card,Success,299.41
PAY-706086,ORD-2024-106086,2024-12-11,PayPal,Success,377.37
PAY-706087,ORD-2024-106087,2024-12-11,Credit Card,Success,54.15
PAY-706088,ORD-2024-106088,2024-12-12,Debit Card,Success,179.99
PAY-706089,ORD-2024-106089,2024-12-12,PayPal,Success,336.39
PAY-706090,ORD-2024-106090,2024-12-11,Debit Card,Success,977.48
PAY-706091,ORD-2024-106091,2024-12-11,PayPal,Success,306.64
PAY-706092,ORD-2024-106092,2024-12-11,Credit Card,Success,47.61
PAY-706093,ORD-2024-106093,2024-12-12,Credit Card,Success,149.99
PAY-706094,ORD-2024-106094,2024-12-12,BNPL,Success,384.0
PAY-706095,ORD-2024-106095,2024-12-11,PayPal,Success,1810.71
PAY-706096,ORD-2024-106096,2024-12-11,Debit Card,Success,1588.19
PAY-706097,ORD-2024-106097,2024-12-11,Credit Card,Success,1250.42
PAY-706098,ORD-2024-106098,2024-12-11,PayPal,Success,85.59
PAY-706099,ORD-2024-106099,2024-12-11,PayPal,Failed,61.99
PAY-706100,ORD-2024-106100,2024-12-12,Credit Card,Success,108.35
PAY-706101,ORD-2024-106101,2024-12-11,BNPL,Success,515.2
PAY-706102,ORD-2024-106102,2024-12-12,PayPal,Success,2404.0
PAY-706103,ORD-2024-106103,2024-12-11,Credit Card,Success,186.55
PAY-706104,ORD-2024-106104,2024-12-11,BNPL,Success,936.6
PAY-706105,ORD-2024-106105,2024-12-13,Debit Card,Success,40.99
PAY-706106,ORD-2024-106106,2024-12-12,PayPal,Success,137.39
PAY-706107,ORD-2024-106107,2024-12-12,Debit Card,Success,970.81
PAY-706108,ORD-2024-106108,2024-12-12,Debit Card,Success,927.74
PAY-706109,ORD-2024-106109,2024-12-12,PayPal,Success,739.19
PAY-706110,ORD-2024-106110,2024-12-12,PayPal,Success,474.01
PAY-706111,ORD-2024-106111,2024-12-12,Credit Card,Success,135.3
PAY-706112,ORD-2024-106112,2024-12-12,Credit Card,Success,142.14
PAY-706113,ORD-2024-106113,2024-12-12,Credit Card,Success,2943.88
PAY-706114,ORD-2024-106114,2024-12-13,Apple Pay,Success,82.99
PAY-706115,ORD-2024-106115,2024-12-12,Credit Card,Success,1152.29
PAY-706116,ORD-2024-106116,2024-12-12,PayPal,Success,188.99
PAY-706117,ORD-2024-106117,2024-12-12,Credit Card,Success,185.64
PAY-706118,ORD-2024-106118,2024-12-12,Credit Card,Success,38.64
PAY-706119,ORD-2024-106119,2024-12-12,Credit Card,Success,117.19
PAY-706120,ORD-2024-106120,2024-12-12,PayPal,Success,2910.17
PAY-706121,ORD-2024-106121,2024-12-13,PayPal,Success,305.31
PAY-706122,ORD-2024-106122,2024-12-13,Credit Card,Success,693.5
PAY-706123,ORD-2024-106123,2024-12-14,Credit Card,Failed,558.6
PAY-706124,ORD-2024-106124,2024-12-13,Credit Card,Success,48.99
PAY-706125,ORD-2024-106125,2024-12-13,Apple Pay,Failed,734.66
PAY-706126,ORD-2024-106126,2024-12-13,Credit Card,Success,87.99
PAY-706127,ORD-2024-106127,2024-12-13,PayPal,Success,808.06
PAY-706128,ORD-2024-106128,2024-12-14,PayPal,Success,134.99
PAY-706129,ORD-2024-106129,2024-12-13,Credit Card,Success,91.49
PAY-706130,ORD-2024-106130,2024-12-14,Debit Card,Success,505.33
PAY-706131,ORD-2024-106131,2024-12-13,Debit Card,Success,170.29
PAY-706132,ORD-2024-106132,2024-12-14,PayPal,Success,4195.75
PAY-706133,ORD-2024-106133,2024-12-13,PayPal,Success,268.11
PAY-706134,ORD-2024-106134,2024-12-13,BNPL,Refunded,45.0
PAY-706135,ORD-2024-106135,2024-12-13,Credit Card,Success,43.03
PAY-706136,ORD-2024-106136,2024-12-14,Credit Card,Refunded,109.48
PAY-706137,ORD-2024-106137,2024-12-13,Credit Card,Success,204.74
PAY-706138,ORD-2024-106138,2024-12-14,PayPal,Success,2215.99
PAY-706139,ORD-2024-106139,2024-12-13,PayPal,Success,114.47
PAY-706140,ORD-2024-106140,2024-12-13,Credit Card,Success,1926.84
PAY-706141,ORD-2024-106141,2024-12-14,Credit Card,Success,42.07
PAY-706142,ORD-2024-106142,2024-12-14,BNPL,Success,293.47
PAY-706143,ORD-2024-106143,2024-12-13,Credit Card,Success,886.12
PAY-706144,ORD-2024-106144,2024-12-13,Credit Card,Success,26.74
PAY-706145,ORD-2024-106145,2024-12-13,Credit Card,Success,37.54
PAY-706146,ORD-2024-106146,2024-12-14,Credit Card,Success,899.37
PAY-706147,ORD-2024-106147,2024-12-13,Credit Card,Success,66.79
PAY-706148,ORD-2024-106148,2024-12-14,Credit Card,Success,140.99
PAY-706149,ORD-2024-106149,2024-12-13,Debit Card,Success,70.59
PAY-706150,ORD-2024-106150,2024-12-14,Debit Card,Success,85.4
PAY-706151,ORD-2024-106151,2024-12-14,PayPal,Success,822.1
PAY-706152,ORD-2024-106152,2024-12-13,Credit Card,Success,272.99
PAY-706153,ORD-2024-106153,2024-12-13,PayPal,Failed,366.99
PAY-706154,ORD-2024-106154,2024-12-14,Credit Card,Success,283.94
PAY-706155,ORD-2024-106155,2024-12-14,Credit Card,Success,1135.01
PAY-706156,ORD-2024-106156,2024-12-15,Credit Card,Success,100.99
PAY-706157,ORD-2024-106157,2024-12-14,BNPL,Success,115.92
PAY-706158,ORD-2024-106158,2024-12-14,BNPL,Success,46.42
PAY-706159,ORD-2024-106159,2024-12-14,PayPal,Success,74.51
PAY-706160,ORD-2024-106160,2024-12-14,PayPal,Success,100.19
PAY-706161,ORD-2024-106161,2024-12-15,PayPal,Success,264.34
PAY-706162,ORD-2024-106162,2024-12-14,Debit Card,Success,1621.79
PAY-706163,ORD-2024-106163,2024-12-14,Credit Card,Failed,542.68
PAY-706164,ORD-2024-106164,2024-12-14,Credit Card,Success,846.58
PAY-706165,ORD-2024-106165,2024-12-14,Apple Pay,Success,28.69
PAY-706166,ORD-2024-106166,2024-12-15,Debit Card,Success,629.29
PAY-706167,ORD-2024-106167,2024-12-14,Credit Card,Success,35.95
PAY-706168,ORD-2024-106168,2024-12-14,PayPal,Success,574.99
PAY-706169,ORD-2024-106169,2024-12-14,Apple Pay,Success,1173.1
PAY-706170,ORD-2024-106170,2024-12-14,PayPal,Success,574.15
PAY-706171,ORD-2024-106171,2024-12-14,Credit Card,Refunded,59.19
PAY-706172,ORD-2024-106172,2024-12-14,Credit Card,Success,155.09
PAY-706173,ORD-2024-106173,2024-12-15,Apple Pay,Refunded,364.41
PAY-706174,ORD-2024-106174,2024-12-14,PayPal,Success,356.79
PAY-706175,ORD-2024-106175,2024-12-14,BNPL,Success,364.87
PAY-706176,ORD-2024-106176,2024-12-14,Credit Card,Success,365.59
PAY-706177,ORD-2024-106177,2024-12-14,Credit Card,Success,117.7
PAY-706178,ORD-2024-106178,2024-12-15,Apple Pay,Success,210.74
PAY-706179,ORD-2024-106179,2024-12-15,Credit Card,Success,299.04
PAY-706180,ORD-2024-106180,2024-12-14,Debit Card,Success,502.99
PAY-706181,ORD-2024-106181,2024-12-15,Credit Card,Success,138.84
PAY-706182,ORD-2024-106182,2024-12-16,Credit Card,Success,1462.56
PAY-706183,ORD-2024-106183,2024-12-15,Credit Card,Success,768.01
PAY-706184,ORD-2024-106184,2024-12-16,Apple Pay,Success,82.14
PAY-706185,ORD-2024-106185,2024-12-15,BNPL,Success,446.04
PAY-706186,ORD-2024-106186,2024-12-16,Debit Card,Success,1082.66
PAY-706187,ORD-2024-106187,2024-12-15,PayPal,Success,127.39
PAY-706188,ORD-2024-106188,2024-12-16,Credit Card,Success,1078.45
PAY-706189,ORD-2024-106189,2024-12-15,Credit Card,Success,321.55
PAY-706190,ORD-2024-106190,2024-12-15,PayPal,Success,173.57
PAY-706191,ORD-2024-106191,2024-12-15,Debit Card,Success,471.59
PAY-706192,ORD-2024-106192,2024-12-15,Credit Card,Success,231.09
PAY-706193,ORD-2024-106193,2024-12-16,Credit Card,Success,67.81
PAY-706194,ORD-2024-106194,2024-12-15,Debit Card,Success,320.1
PAY-706195,ORD-2024-106195,2024-12-15,BNPL,Success,1647.37
PAY-706196,ORD-2024-106196,2024-12-15,Credit Card,Success,438.27
PAY-706197,ORD-2024-106197,2024-12-15,Credit Card,Success,8490.69
PAY-706198,ORD-2024-106198,2024-12-15,Credit Card,Success,445.59
PAY-706199,ORD-2024-106199,2024-12-15,Credit Card,Success,209.99
PAY-706200,ORD-2024-106200,2024-12-15,PayPal,Success,779.59
PAY-706201,ORD-2024-106201,2024-12-15,PayPal,Success,288.96
PAY-706202,ORD-2024-106202,2024-12-15,PayPal,Success,113.99
PAY-706203,ORD-2024-106203,2024-12-15,Debit Card,Success,1603.99
PAY-706204,ORD-2024-106204,2024-12-17,PayPal,Success,1068.05
PAY-706205,ORD-2024-106205,2024-12-16,Credit Card,Success,180.16
PAY-706206,ORD-2024-106206,2024-12-16,Credit Card,Refunded,185.99
PAY-706207,ORD-2024-106207,2024-12-16,Credit Card,Success,991.57
PAY-706208,ORD-2024-106208,2024-12-16,Credit Card,Success,4878.55
PAY-706209,ORD-2024-106209,2024-12-17,PayPal,Success,607.16
PAY-706210,ORD-2024-106210,2024-12-16,Credit Card,Success,153.07
PAY-706211,ORD-2024-106211,2024-12-16,Debit Card,Success,3611.99
PAY-706212,ORD-2024-106212,2024-12-16,BNPL,Success,1482.75
PAY-706213,ORD-2024-106213,2024-12-16,PayPal,Success,116.82
PAY-706214,ORD-2024-106214,2024-12-16,Credit Card,Failed,69.62
PAY-706215,ORD-2024-106215,2024-12-17,Credit Card,Success,537.82
PAY-706216,ORD-2024-106216,2024-12-18,Credit Card,Success,918.99
PAY-706217,ORD-2024-106217,2024-12-17,PayPal,Success,435.09
PAY-706218,ORD-2024-106218,2024-12-17,BNPL,Success,196.43
PAY-706219,ORD-2024-106219,2024-12-17,PayPal,Success,214.87
PAY-706220,ORD-2024-106220,2024-12-17,Credit Card,Success,222.81
PAY-706221,ORD-2024-106221,2024-12-17,Credit Card,Failed,896.66
PAY-706222,ORD-2024-106222,2024-12-17,Credit Card,Success,134.4
PAY-706223,ORD-2024-106223,2024-12-17,BNPL,Success,996.66
PAY-706224,ORD-2024-106224,2024-12-17,Credit Card,Success,676.51
PAY-706225,ORD-2024-106225,2024-12-17,Credit Card,Success,49.99
PAY-706226,ORD-2024-106226,2024-12-17,PayPal,Success,359.09
PAY-706227,ORD-2024-106227,2024-12-17,Apple Pay,Success,227.49
PAY-706228,ORD-2024-106228,2024-12-17,Credit Card,Success,58.24
PAY-706229,ORD-2024-106229,2024-12-17,Credit Card,Success,370.5
PAY-706230,ORD-2024-106230,2024-12-17,Credit Card,Success,3199.16
PAY-706231,ORD-2024-106231,2024-12-17,Debit Card,Success,234.9
PAY-706232,ORD-2024-106232,2024-12-19,BNPL,Success,786.4
PAY-706233,ORD-2024-106233,2024-12-18,PayPal,Success,450.47
PAY-706234,ORD-2024-106234,2024-12-18,BNPL,Success,146.46
PAY-706235,ORD-2024-106235,2024-12-19,Credit Card,Success,999.52
PAY-706236,ORD-2024-106236,2024-12-18,Debit Card,Success,428.59
PAY-706237,ORD-2024-106237,2024-12-18,Apple Pay,Success,152.04
PAY-706238,ORD-2024-106238,2024-12-18,Credit Card,Success,301.78
PAY-706239,ORD-2024-106239,2024-12-18,Credit Card,Success,263.2
PAY-706240,ORD-2024-106240,2024-12-19,Credit Card,Success,294.54
PAY-706241,ORD-2024-106241,2024-12-18,Credit Card,Success,412.56
PAY-706242,ORD-2024-106242,2024-12-19,Debit Card,Success,94.85
PAY-706243,ORD-2024-106243,2024-12-20,Credit Card,Refunded,123.09
PAY-706244,ORD-2024-106244,2024-12-20,Credit Card,Success,1537.01
PAY-706245,ORD-2024-106245,2024-12-19,PayPal,Success,263.43
PAY-706246,ORD-2024-106246,2024-12-19,Credit Card,Success,772.37
PAY-706247,ORD-2024-106247,2024-12-20,Credit Card,Success,1144.04
PAY-706248,ORD-2024-106248,2024-12-19,Credit Card,Failed,373.8
PAY-706249,ORD-2024-106249,2024-12-20,Credit Card,Success,3295.76
PAY-706250,ORD-2024-106250,2024-12-19,PayPal,Success,91.59
PAY-706251,ORD-2024-106251,2024-12-19,Debit Card,Success,64.79
PAY-706252,ORD-2024-106252,2024-12-19,PayPal,Success,438.99
PAY-706253,ORD-2024-106253,2024-12-19,Apple Pay,Success,1218.99
PAY-706254,ORD-2024-106254,2024-12-20,PayPal,Success,197.85
PAY-706255,ORD-2024-106255,2024-12-19,Credit Card,Refunded,602.99
PAY-706256,ORD-2024-106256,2024-12-19,Credit Card,Success,74.39
PAY-706257,ORD-2024-106257,2024-12-19,Debit Card,Success,249.66
PAY-706258,ORD-2024-106258,2024-12-19,Credit Card,Success,374.85
PAY-706259,ORD-2024-106259,2024-12-19,BNPL,Success,97.39
PAY-706260,ORD-2024-106260,2024-12-19,Credit Card,Success,322.72
PAY-706261,ORD-2024-106261,2024-12-19,Credit Card,Success,131.09
PAY-706262,ORD-2024-106262,2024-12-19,Credit Card,Success,116.91
PAY-706263,ORD-2024-106263,2024-12-19,Credit Card,Success,258.0
PAY-706264,ORD-2024-106264,2024-12-19,Credit Card,Success,99.19
PAY-706265,ORD-2024-106265,2024-12-19,Credit Card,Success,929.94
PAY-706266,ORD-2024-106266,2024-12-20,Credit Card,Success,1575.79
PAY-706267,ORD-2024-106267,2024-12-21,Credit Card,Success,509.99
PAY-706268,ORD-2024-106268,2024-12-20,Credit Card,Success,257.75
PAY-706269,ORD-2024-106269,2024-12-20,PayPal,Success,613.98
PAY-706270,ORD-2024-106270,2024-12-20,Credit Card,Success,1454.09
PAY-706271,ORD-2024-106271,2024-12-20,PayPal,Success,1891.81
PAY-706272,ORD-2024-106272,2024-12-20,Credit Card,Success,559.11
PAY-706273,ORD-2024-106273,2024-12-20,Debit Card,Success,287.69
PAY-706274,ORD-2024-106274,2024-12-20,PayPal,Success,69.0
PAY-706275,ORD-2024-106275,2024-12-20,Credit Card,Success,26.99
PAY-706276,ORD-2024-106276,2024-12-21,Credit Card,Success,310.09
PAY-706277,ORD-2024-106277,2024-12-20,Apple Pay,Success,277.79
PAY-706278,ORD-2024-106278,2024-12-21,Apple Pay,Success,324.99
PAY-706279,ORD-2024-106279,2024-12-20,Credit Card,Success,176.4
PAY-706280,ORD-2024-106280,2024-12-21,PayPal,Success,168.59
PAY-706281,ORD-2024-106281,2024-12-20,BNPL,Success,138.27
PAY-706282,ORD-2024-106282,2024-12-20,Debit Card,Success,1864.26
PAY-706283,ORD-2024-106283,2024-12-20,PayPal,Success,407.59
PAY-706284,ORD-2024-106284,2024-12-20,Credit Card,Success,53.99
PAY-706285,ORD-2024-106285,2024-12-20,Credit Card,Success,386.1
PAY-706286,ORD-2024-106286,2024-12-20,PayPal,Success,2380.97
PAY-706287,ORD-2024-106287,2024-12-20,Credit Card,Success,261.99
PAY-706288,ORD-2024-106288,2024-12-20,Credit Card,Success,303.99
PAY-706289,ORD-2024-106289,2024-12-21,PayPal,Success,2834.44
PAY-706290,ORD-2024-106290,2024-12-21,Credit Card,Failed,108.03
PAY-706291,ORD-2024-106291,2024-12-21,Debit Card,Success,146.54
PAY-706292,ORD-2024-106292,2024-12-21,PayPal,Success,221.59
PAY-706293,ORD-2024-106293,2024-12-20,Credit Card,Success,383.09
PAY-706294,ORD-2024-106294,2024-12-22,Debit Card,Success,1982.25
PAY-706295,ORD-2024-106295,2024-12-21,BNPL,Success,153.6
PAY-706296,ORD-2024-106296,2024-12-21,PayPal,Success,512.44
PAY-706297,ORD-2024-106297,2024-12-21,Credit Card,Success,930.57
PAY-706298,ORD-2024-106298,2024-12-21,Apple Pay,Success,555.26
PAY-706299,ORD-2024-106299,2024-12-22,Apple Pay,Success,533.4
PAY-706300,ORD-2024-106300,2024-12-21,Apple Pay,Success,59.99
PAY-706301,ORD-2024-106301,2024-12-21,PayPal,Success,894.74
PAY-706302,ORD-2024-106302,2024-12-21,Debit Card,Success,192.44
PAY-706303,ORD-2024-106303,2024-12-21,PayPal,Success,354.46
PAY-706304,ORD-2024-106304,2024-12-21,Debit Card,Success,62.99
PAY-706305,ORD-2024-106305,2024-12-21,Credit Card,Success,240.14
PAY-706306,ORD-2024-106306,2024-12-22,PayPal,Success,741.65
PAY-706307,ORD-2024-106307,2024-12-21,Credit Card,Success,242.99
PAY-706308,ORD-2024-106308,2024-12-21,PayPal,Success,307.34
PAY-706309,ORD-2024-106309,2024-12-22,Credit Card,Success,602.97
PAY-706310,ORD-2024-106310,2024-12-21,Debit Card,Success,84.55
PAY-706311,ORD-2024-106311,2024-12-21,Credit Card,Failed,279.79
PAY-706312,ORD-2024-106312,2024-12-21,Debit Card,Success,73.36
PAY-706313,ORD-2024-106313,2024-12-21,PayPal,Success,115.01
PAY-706314,ORD-2024-106314,2024-12-21,PayPal,Success,253.39
PAY-706315,ORD-2024-106315,2024-12-21,Credit Card,Success,111.15
PAY-706316,ORD-2024-106316,2024-12-22,Apple Pay,Success,1427.62
PAY-706317,ORD-2024-106317,2024-12-22,Credit Card,Success,122.4
PAY-706318,ORD-2024-106318,2024-12-22,Apple Pay,Success,798.85
PAY-706319,ORD-2024-106319,2024-12-22,Debit Card,Success,97.41
PAY-706320,ORD-2024-106320,2024-12-23,Credit Card,Success,288.29
PAY-706321,ORD-2024-106321,2024-12-22,Debit Card,Success,504.99
PAY-706322,ORD-2024-106322,2024-12-22,PayPal,Success,579.71
PAY-706323,ORD-2024-106323,2024-12-23,Apple Pay,Success,1100.57
PAY-706324,ORD-2024-106324,2024-12-22,Debit Card,Success,230.49
PAY-706325,ORD-2024-106325,2024-12-22,Debit Card,Success,1437.39
PAY-706326,ORD-2024-106326,2024-12-22,BNPL,Success,109.99
PAY-706327,ORD-2024-106327,2024-12-22,Debit Card,Success,550.14
PAY-706328,ORD-2024-106328,2024-12-22,Apple Pay,Success,179.49
PAY-706329,ORD-2024-106329,2024-12-23,Debit Card,Success,95.99
PAY-706330,ORD-2024-106330,2024-12-22,Apple Pay,Success,199.56
PAY-706331,ORD-2024-106331,2024-12-22,Credit Card,Success,33.74
PAY-706332,ORD-2024-106332,2024-12-22,PayPal,Success,119.0
PAY-706333,ORD-2024-106333,2024-12-22,Credit Card,Success,1995.09
PAY-706334,ORD-2024-106334,2024-12-23,Apple Pay,Success,355.99
PAY-706335,ORD-2024-106335,2024-12-22,Credit Card,Success,581.18
PAY-706336,ORD-2024-106336,2024-12-22,PayPal,Success,3396.89
PAY-706337,ORD-2024-106337,2024-12-23,Credit Card,Success,84.39
PAY-706338,ORD-2024-106338,2024-12-23,PayPal,Success,7803.73
PAY-706339,ORD-2024-106339,2024-12-24,Credit Card,Success,256.5
